lemma;total_count;count_low;count_high;share_low;share_high
мохит;33;13;20;0.3939393939393939;0.6060606060606061
эффект;33;6;27;0.18181818181818182;0.8181818181818182
арт;33;2;31;0.06060606060606061;0.9393939393939394
терасс;33;2;31;0.06060606060606061;0.9393939393939394
хинкал;33;8;25;0.24242424242424243;0.7575757575757576
чебурек;33;9;24;0.2727272727272727;0.7272727272727273
сентябр;33;11;22;0.3333333333333333;0.6666666666666666
продолжа;33;14;19;0.42424242424242425;0.5757575757575758
уличн;33;9;24;0.2727272727272727;0.7272727272727273
разобра;33;12;21;0.36363636363636365;0.6363636363636364
поведен;33;23;10;0.696969696969697;0.30303030303030304
прочита;33;15;18;0.45454545454545453;0.5454545454545454
расторопн;33;3;30;0.09090909090909091;0.9090909090909091
бармен;33;7;26;0.21212121212121213;0.7878787878787878
пойдет;33;13;20;0.3939393939393939;0.6060606060606061
суховат;33;2;31;0.06060606060606061;0.9393939393939394
садж;33;15;18;0.45454545454545453;0.5454545454545454
нечт;33;7;26;0.21212121212121213;0.7878787878787878
жир;33;21;12;0.6363636363636364;0.36363636363636365
баран;33;6;27;0.18181818181818182;0.8181818181818182
отпразднова;33;10;23;0.30303030303030304;0.696969696969697
туалетн;33;10;23;0.30303030303030304;0.696969696969697
возьм;33;4;29;0.12121212121212122;0.8787878787878788
сегодняшн;33;11;22;0.3333333333333333;0.6666666666666666
освежа;33;1;32;0.030303030303030304;0.9696969696969697
учл;33;3;30;0.09090909090909091;0.9090909090909091
дружеск;33;0;33;0.0;1.0
прогуля;33;3;30;0.09090909090909091;0.9090909090909091
ошибл;32;1;31;0.03125;0.96875
завершен;32;2;30;0.0625;0.9375
будьт;32;15;17;0.46875;0.53125
еха;32;11;21;0.34375;0.65625
понедельник;32;8;24;0.25;0.75
произведен;32;0;32;0.0;1.0
казанк;32;0;32;0.0;1.0
доста;32;17;15;0.53125;0.46875
творожн;32;8;24;0.25;0.75
стульчик;32;3;29;0.09375;0.90625
задержк;32;20;12;0.625;0.375
создава;32;8;24;0.25;0.75
ориентирова;32;10;22;0.3125;0.6875
сплошн;32;22;10;0.6875;0.3125
добродушн;32;2;30;0.0625;0.9375
аренд;32;22;10;0.6875;0.3125
колбас;32;10;22;0.3125;0.6875
критичн;32;6;26;0.1875;0.8125
электрон;32;8;24;0.25;0.75
польз;32;3;29;0.09375;0.90625
шик;32;0;32;0.0;1.0
проч;32;14;18;0.4375;0.5625
вовс;32;20;12;0.625;0.375
молч;32;23;9;0.71875;0.28125
уверен;32;8;24;0.25;0.75
наоборот;32;9;23;0.28125;0.71875
бумаг;32;20;12;0.625;0.375
тво;32;5;27;0.15625;0.84375
шаг;32;2;30;0.0625;0.9375
вялен;32;1;31;0.03125;0.96875
ровн;32;20;12;0.625;0.375
заворажива;32;0;32;0.0;1.0
заставля;32;4;28;0.125;0.875
прежд;32;20;12;0.625;0.375
окунут;32;0;32;0.0;1.0
оргазм;31;1;30;0.03225806451612903;0.967741935483871
мят;31;7;24;0.22580645161290322;0.7741935483870968
концерт;31;5;26;0.16129032258064516;0.8387096774193549
провожа;31;5;26;0.16129032258064516;0.8387096774193549
публик;31;3;28;0.0967741935483871;0.9032258064516129
диа;31;1;30;0.03225806451612903;0.967741935483871
девушек;31;10;21;0.3225806451612903;0.6774193548387096
окрошк;31;5;26;0.16129032258064516;0.8387096774193549
наткнул;31;3;28;0.0967741935483871;0.9032258064516129
ям;31;12;19;0.3870967741935484;0.6129032258064516
смета;31;7;24;0.22580645161290322;0.7741935483870968
представ;31;19;12;0.6129032258064516;0.3870967741935484
произошл;31;21;10;0.6774193548387096;0.3225806451612903
родственник;31;3;28;0.0967741935483871;0.9032258064516129
держ;31;4;27;0.12903225806451613;0.8709677419354839
балканск;31;1;30;0.03225806451612903;0.967741935483871
виж;31;10;21;0.3225806451612903;0.6774193548387096
привкус;31;17;14;0.5483870967741935;0.45161290322580644
втро;31;15;16;0.4838709677419355;0.5161290322580645
тирамис;31;3;28;0.0967741935483871;0.9032258064516129
бесед;31;3;28;0.0967741935483871;0.9032258064516129
комментар;31;20;11;0.6451612903225806;0.3548387096774194
обучен;31;14;17;0.45161290322580644;0.5483870967741935
пирожк;31;5;26;0.16129032258064516;0.8387096774193549
урицк;31;1;30;0.03225806451612903;0.967741935483871
посещ;31;3;28;0.0967741935483871;0.9032258064516129
общепит;31;10;21;0.3225806451612903;0.6774193548387096
подойт;31;28;3;0.9032258064516129;0.0967741935483871
арин;31;1;30;0.03225806451612903;0.967741935483871
альтернатив;31;9;22;0.2903225806451613;0.7096774193548387
зуб;31;24;7;0.7741935483870968;0.22580645161290322
развлекательн;31;2;29;0.06451612903225806;0.9354838709677419
водк;31;15;16;0.4838709677419355;0.5161290322580645
судак;31;10;21;0.3225806451612903;0.6774193548387096
пониман;31;14;17;0.45161290322580644;0.5483870967741935
бранч;31;7;24;0.22580645161290322;0.7741935483870968
феврал;31;7;24;0.22580645161290322;0.7741935483870968
заявл;31;24;7;0.7741935483870968;0.22580645161290322
своевремен;31;2;29;0.06451612903225806;0.9354838709677419
великолеп;31;1;30;0.03225806451612903;0.967741935483871
провер;31;16;15;0.5161290322580645;0.4838709677419355
маргарит;31;7;24;0.22580645161290322;0.7741935483870968
кавказск;30;5;25;0.16666666666666666;0.8333333333333334
раф;30;1;29;0.03333333333333333;0.9666666666666667
пита;30;5;25;0.16666666666666666;0.8333333333333334
орех;30;6;24;0.2;0.8
вспомн;30;8;22;0.26666666666666666;0.7333333333333333
именинник;30;6;24;0.2;0.8
хинкальн;30;1;29;0.03333333333333333;0.9666666666666667
картин;30;8;22;0.26666666666666666;0.7333333333333333
грамм;30;19;11;0.6333333333333333;0.36666666666666664
звонк;30;18;12;0.6;0.4
высоковат;30;3;27;0.1;0.9
остатк;30;21;9;0.7;0.3
активн;30;4;26;0.13333333333333333;0.8666666666666667
петербург;30;5;25;0.16666666666666666;0.8333333333333334
превзошл;30;2;28;0.06666666666666667;0.9333333333333333
страчателл;30;4;26;0.13333333333333333;0.8666666666666667
актуальн;30;4;26;0.13333333333333333;0.8666666666666667
развлечен;30;3;27;0.1;0.9
дегустац;30;1;29;0.03333333333333333;0.9666666666666667
бит;30;6;24;0.2;0.8
снял;30;5;25;0.16666666666666666;0.8333333333333334
огн;30;0;30;0.0;1.0
пом;30;10;20;0.3333333333333333;0.6666666666666666
семг;30;9;21;0.3;0.7
вам;30;11;19;0.36666666666666664;0.6333333333333333
пафосн;30;4;26;0.13333333333333333;0.8666666666666667
поеха;30;14;16;0.4666666666666667;0.5333333333333333
труд;30;6;24;0.2;0.8
пережарен;30;19;11;0.6333333333333333;0.36666666666666664
обь;30;12;18;0.4;0.6
сосиск;30;20;10;0.6666666666666666;0.3333333333333333
привычн;30;2;28;0.06666666666666667;0.9333333333333333
марк;30;2;28;0.06666666666666667;0.9333333333333333
рек;30;1;29;0.03333333333333333;0.9666666666666667
приезж;30;2;28;0.06666666666666667;0.9333333333333333
русла;30;1;29;0.03333333333333333;0.9666666666666667
сможет;30;2;28;0.06666666666666667;0.9333333333333333
пошел;30;15;15;0.5;0.5
центральн;30;2;28;0.06666666666666667;0.9333333333333333
слома;30;21;9;0.7;0.3
шведск;30;2;28;0.06666666666666667;0.9333333333333333
аналогичн;30;11;19;0.36666666666666664;0.6333333333333333
крылышк;30;9;21;0.3;0.7
паназиатск;30;0;30;0.0;1.0
непремен;30;1;29;0.03333333333333333;0.9666666666666667
спеш;30;9;21;0.3;0.7
спиртн;30;4;26;0.13333333333333333;0.8666666666666667
завис;30;8;22;0.26666666666666666;0.7333333333333333
сих;30;9;21;0.3;0.7
нян;30;3;27;0.1;0.9
тыс;30;17;13;0.5666666666666667;0.43333333333333335
поража;30;3;27;0.1;0.9
вырезк;29;5;24;0.1724137931034483;0.8275862068965517
постара;29;6;23;0.20689655172413793;0.7931034482758621
ум;29;5;24;0.1724137931034483;0.8275862068965517
треб;29;9;20;0.3103448275862069;0.6896551724137931
харч;29;10;19;0.3448275862068966;0.6551724137931034
барист;29;3;26;0.10344827586206896;0.896551724137931
куртк;29;18;11;0.6206896551724138;0.3793103448275862
мух;29;25;4;0.8620689655172413;0.13793103448275862
прийд;29;5;24;0.1724137931034483;0.8275862068965517
мороз;29;13;16;0.4482758620689655;0.5517241379310345
косяк;29;10;19;0.3448275862068966;0.6551724137931034
сомнительн;29;24;5;0.8275862068965517;0.1724137931034483
почита;29;12;17;0.41379310344827586;0.5862068965517241
крыл;29;12;17;0.41379310344827586;0.5862068965517241
шот;29;11;18;0.3793103448275862;0.6206896551724138
реагир;29;11;18;0.3793103448275862;0.6206896551724138
откровен;29;15;14;0.5172413793103449;0.4827586206896552
идут;29;9;20;0.3103448275862069;0.6896551724137931
развалива;29;18;11;0.6206896551724138;0.3793103448275862
книг;29;12;17;0.41379310344827586;0.5862068965517241
реклам;29;17;12;0.5862068965517241;0.41379310344827586
исключен;29;8;21;0.27586206896551724;0.7241379310344828
людьм;29;10;19;0.3448275862068966;0.6551724137931034
своеобразн;29;1;28;0.034482758620689655;0.9655172413793104
необыкновен;29;0;29;0.0;1.0
октябр;29;4;25;0.13793103448275862;0.8620689655172413
кыстыба;29;0;29;0.0;1.0
уважа;29;17;12;0.5862068965517241;0.41379310344827586
приторн;29;6;23;0.20689655172413793;0.7931034482758621
июн;29;10;19;0.3448275862068966;0.6551724137931034
полин;29;0;29;0.0;1.0
клубничн;29;5;24;0.1724137931034483;0.8275862068965517
ждеш;29;12;17;0.41379310344827586;0.5862068965517241
вишенк;29;16;13;0.5517241379310345;0.4482758620689655
кляр;29;13;16;0.4482758620689655;0.5517241379310345
позвол;29;9;20;0.3103448275862069;0.6896551724137931
аперол;29;10;19;0.3448275862068966;0.6551724137931034
четверк;29;2;27;0.06896551724137931;0.9310344827586207
соглас;29;18;11;0.6206896551724138;0.3793103448275862
желудк;29;13;16;0.4482758620689655;0.5517241379310345
минималистичн;29;1;28;0.034482758620689655;0.9655172413793104
нотк;29;3;26;0.10344827586206896;0.896551724137931
карамел;29;8;21;0.27586206896551724;0.7241379310344828
перебива;29;11;18;0.3793103448275862;0.6206896551724138
кокосов;29;6;23;0.20689655172413793;0.7931034482758621
прочтен;29;2;27;0.06896551724137931;0.9310344827586207
драник;29;7;22;0.2413793103448276;0.7586206896551724
хозяев;29;7;22;0.2413793103448276;0.7586206896551724
булочк;29;12;17;0.41379310344827586;0.5862068965517241
итак;29;13;16;0.4482758620689655;0.5517241379310345
рестик;29;0;29;0.0;1.0
сухофрукт;29;3;26;0.10344827586206896;0.896551724137931
юмор;29;1;28;0.034482758620689655;0.9655172413793104
планирова;29;15;14;0.5172413793103449;0.4827586206896552
счастлив;29;1;28;0.034482758620689655;0.9655172413793104
полупуст;29;20;9;0.6896551724137931;0.3103448275862069
толк;29;19;10;0.6551724137931034;0.3448275862068966
льда;28;18;10;0.6428571428571429;0.35714285714285715
фаворит;28;1;27;0.03571428571428571;0.9642857142857143
тимур;28;1;27;0.03571428571428571;0.9642857142857143
чик;28;5;23;0.17857142857142858;0.8214285714285714
появля;28;4;24;0.14285714285714285;0.8571428571428571
рот;28;16;12;0.5714285714285714;0.42857142857142855
спаса;28;8;20;0.2857142857142857;0.7142857142857143
празднован;28;4;24;0.14285714285714285;0.8571428571428571
музыкант;28;2;26;0.07142857142857142;0.9285714285714286
поскольк;28;15;13;0.5357142857142857;0.4642857142857143
неповторим;28;0;28;0.0;1.0
кабачк;28;13;15;0.4642857142857143;0.5357142857142857
поток;28;7;21;0.25;0.75
объел;28;0;28;0.0;1.0
ребрышк;28;3;25;0.10714285714285714;0.8928571428571429
красавчик;28;2;26;0.07142857142857142;0.9285714285714286
благ;28;8;20;0.2857142857142857;0.7142857142857143
фильм;28;4;24;0.14285714285714285;0.8571428571428571
подсказыва;28;0;28;0.0;1.0
мусс;28;1;27;0.03571428571428571;0.9642857142857143
салатик;28;4;24;0.14285714285714285;0.8571428571428571
круассан;28;2;26;0.07142857142857142;0.9285714285714286
реагирова;28;10;18;0.35714285714285715;0.6428571428571429
павлов;28;3;25;0.10714285714285714;0.8928571428571429
уютненьк;28;0;28;0.0;1.0
опыт;28;6;22;0.21428571428571427;0.7857142857142857
одинаков;28;14;14;0.5;0.5
ок;28;16;12;0.5714285714285714;0.42857142857142855
происход;28;13;15;0.4642857142857143;0.5357142857142857
базар;28;4;24;0.14285714285714285;0.8571428571428571
шампанск;28;12;16;0.42857142857142855;0.5714285714285714
водичк;28;8;20;0.2857142857142857;0.7142857142857143
длительн;28;17;11;0.6071428571428571;0.39285714285714285
обход;28;18;10;0.6428571428571429;0.35714285714285715
заканчива;28;19;9;0.6785714285714286;0.32142857142857145
вкусняшк;28;0;28;0.0;1.0
представл;28;2;26;0.07142857142857142;0.9285714285714286
оформ;28;10;18;0.35714285714285715;0.6428571428571429
производств;28;0;28;0.0;1.0
салфеток;28;13;15;0.4642857142857143;0.5357142857142857
мужск;27;5;22;0.18518518518518517;0.8148148148148148
пересад;27;13;14;0.48148148148148145;0.5185185185185185
нуж;27;9;18;0.3333333333333333;0.6666666666666666
купол;27;8;19;0.2962962962962963;0.7037037037037037
кремлевск;27;4;23;0.14814814814814814;0.8518518518518519
пал;27;4;23;0.14814814814814814;0.8518518518518519
иб;27;11;16;0.4074074074074074;0.5925925925925926
задержа;27;12;15;0.4444444444444444;0.5555555555555556
стакан;27;15;12;0.5555555555555556;0.4444444444444444
застав;27;9;18;0.3333333333333333;0.6666666666666666
кулинар;27;6;21;0.2222222222222222;0.7777777777777778
скатерт;27;9;18;0.3333333333333333;0.6666666666666666
стаканчик;27;11;16;0.4074074074074074;0.5925925925925926
персон;27;6;21;0.2222222222222222;0.7777777777777778
бал;27;3;24;0.1111111111111111;0.8888888888888888
вчерашн;27;19;8;0.7037037037037037;0.2962962962962963
устриц;27;8;19;0.2962962962962963;0.7037037037037037
доест;27;17;10;0.6296296296296297;0.37037037037037035
профсоюзн;27;6;21;0.2222222222222222;0.7777777777777778
микрофон;27;5;22;0.18518518518518517;0.8148148148148148
завтр;27;7;20;0.25925925925925924;0.7407407407407407
литр;27;10;17;0.37037037037037035;0.6296296296296297
угр;27;5;22;0.18518518518518517;0.8148148148148148
душк;27;4;23;0.14814814814814814;0.8518518518518519
рулет;27;3;24;0.1111111111111111;0.8888888888888888
послуша;27;5;22;0.18518518518518517;0.8148148148148148
стыдн;27;16;11;0.5925925925925926;0.4074074074074074
дотягива;27;5;22;0.18518518518518517;0.8148148148148148
немног;27;2;25;0.07407407407407407;0.9259259259259259
оочен;27;3;24;0.1111111111111111;0.8888888888888888
подвел;27;5;22;0.18518518518518517;0.8148148148148148
вел;27;11;16;0.4074074074074074;0.5925925925925926
дружелюб;27;1;26;0.037037037037037035;0.9629629629629629
ввид;27;10;17;0.37037037037037035;0.6296296296296297
одет;27;9;18;0.3333333333333333;0.6666666666666666
пропита;27;3;24;0.1111111111111111;0.8888888888888888
молодежн;27;1;26;0.037037037037037035;0.9629629629629629
экра;27;1;26;0.037037037037037035;0.9629629629629629
конкурс;27;7;20;0.25925925925925924;0.7407407407407407
омлет;27;3;24;0.1111111111111111;0.8888888888888888
отдач;27;6;21;0.2222222222222222;0.7777777777777778
тянет;27;10;17;0.37037037037037035;0.6296296296296297
неоправда;27;17;10;0.6296296296296297;0.37037037037037035
бумажн;27;14;13;0.5185185185185185;0.48148148148148145
использ;27;7;20;0.25925925925925924;0.7407407407407407
погружен;26;0;26;0.0;1.0
мангов;26;5;21;0.19230769230769232;0.8076923076923077
морск;26;8;18;0.3076923076923077;0.6923076923076923
поболта;26;1;25;0.038461538461538464;0.9615384615384616
недостатк;26;6;20;0.23076923076923078;0.7692307692307693
татар;26;1;25;0.038461538461538464;0.9615384615384616
бед;26;12;14;0.46153846153846156;0.5384615384615384
сцен;26;5;21;0.19230769230769232;0.8076923076923077
дам;26;13;13;0.5;0.5
сфотографирова;26;7;19;0.2692307692307692;0.7307692307692307
вспомина;26;1;25;0.038461538461538464;0.9615384615384616
пест;26;5;21;0.19230769230769232;0.8076923076923077
раковин;26;9;17;0.34615384615384615;0.6538461538461539
антикаф;26;0;26;0.0;1.0
шпинат;26;4;22;0.15384615384615385;0.8461538461538461
ледян;26;19;7;0.7307692307692307;0.2692307692307692
вероятн;26;10;16;0.38461538461538464;0.6153846153846154
вешалк;26;8;18;0.3076923076923077;0.6923076923076923
расслаблен;26;0;26;0.0;1.0
невысок;26;0;26;0.0;1.0
кухон;26;2;24;0.07692307692307693;0.9230769230769231
ин;26;6;20;0.23076923076923078;0.7692307692307693
топчик;26;2;24;0.07692307692307693;0.9230769230769231
прозрачн;26;11;15;0.4230769230769231;0.5769230769230769
молодеж;26;5;21;0.19230769230769232;0.8076923076923077
обошл;26;5;21;0.19230769230769232;0.8076923076923077
каба;26;0;26;0.0;1.0
европ;26;3;23;0.11538461538461539;0.8846153846153846
тарелок;26;7;19;0.2692307692307692;0.7307692307692307
зачет;26;1;25;0.038461538461538464;0.9615384615384616
яичниц;26;12;14;0.46153846153846156;0.5384615384615384
лаконичн;26;1;25;0.038461538461538464;0.9615384615384616
привлека;26;6;20;0.23076923076923078;0.7692307692307693
кедр;26;3;23;0.11538461538461539;0.8846153846153846
посыпа;26;14;12;0.5384615384615384;0.46153846153846156
самовывоз;26;14;12;0.5384615384615384;0.46153846153846156
останавлива;26;4;22;0.15384615384615385;0.8461538461538461
чечевичн;26;3;23;0.11538461538461539;0.8846153846153846
мид;26;5;21;0.19230769230769232;0.8076923076923077
един;26;6;20;0.23076923076923078;0.7692307692307693
отрицательн;26;14;12;0.5384615384615384;0.46153846153846156
подростк;26;11;15;0.4230769230769231;0.5769230769230769
недешев;26;1;25;0.038461538461538464;0.9615384615384616
отравлен;26;24;2;0.9230769230769231;0.07692307692307693
украш;26;2;24;0.07692307692307693;0.9230769230769231
розов;26;11;15;0.4230769230769231;0.5769230769230769
то;26;6;20;0.23076923076923078;0.7692307692307693
потолк;26;6;20;0.23076923076923078;0.7692307692307693
двум;26;9;17;0.34615384615384615;0.6538461538461539
прелест;26;1;25;0.038461538461538464;0.9615384615384616
попытк;26;18;8;0.6923076923076923;0.3076923076923077
теря;26;11;15;0.4230769230769231;0.5769230769230769
дожд;26;4;22;0.15384615384615385;0.8461538461538461
гренк;25;7;18;0.28;0.72
перезвон;25;19;6;0.76;0.24
японск;25;1;24;0.04;0.96
разниц;25;11;14;0.44;0.56
халяльн;25;1;24;0.04;0.96
отст;25;23;2;0.92;0.08
городск;25;3;22;0.12;0.88
английск;25;5;20;0.2;0.8
маса;25;3;22;0.12;0.88
дмитр;25;1;24;0.04;0.96
ощут;25;8;17;0.32;0.68
малинов;25;5;20;0.2;0.8
наполнен;25;7;18;0.28;0.72
иглубар;25;2;23;0.08;0.92
уголк;25;2;23;0.08;0.92
спор;25;19;6;0.76;0.24
новинк;25;1;24;0.04;0.96
ксен;25;0;25;0.0;1.0
упа;25;18;7;0.72;0.28
произвел;25;3;22;0.12;0.88
сорт;25;4;21;0.16;0.84
слав;25;11;14;0.44;0.56
оре;25;8;17;0.32;0.68
несут;25;19;6;0.76;0.24
дополнен;25;4;21;0.16;0.84
дик;25;9;16;0.36;0.64
украшен;25;8;17;0.32;0.68
долм;25;11;14;0.44;0.56
пьян;25;9;16;0.36;0.64
пореза;25;9;16;0.36;0.64
хвал;25;4;21;0.16;0.84
положен;25;8;17;0.32;0.68
вне;25;2;23;0.08;0.92
санкт;25;4;21;0.16;0.84
тесноват;25;1;24;0.04;0.96
берут;25;16;9;0.64;0.36
прида;25;0;25;0.0;1.0
валер;25;1;24;0.04;0.96
середин;25;7;18;0.28;0.72
плойк;25;6;19;0.24;0.76
ночн;25;4;21;0.16;0.84
кран;25;9;16;0.36;0.64
позитив;25;1;24;0.04;0.96
рассказ;25;1;24;0.04;0.96
выступлен;25;3;22;0.12;0.88
хлебн;25;13;12;0.52;0.48
театр;25;3;22;0.12;0.88
сомнен;25;6;19;0.24;0.76
оттуд;25;12;13;0.48;0.52
принят;25;16;9;0.64;0.36
оборудован;25;4;21;0.16;0.84
изюм;25;1;24;0.04;0.96
прием;25;6;19;0.24;0.76
конск;25;12;13;0.48;0.52
возникл;25;10;15;0.4;0.6
стилистик;25;1;24;0.04;0.96
умеет;25;11;14;0.44;0.56
вер;24;7;17;0.2916666666666667;0.7083333333333334
печальн;24;18;6;0.75;0.25
одноразов;24;6;18;0.25;0.75
возника;24;4;20;0.16666666666666666;0.8333333333333334
отказыва;24;12;12;0.5;0.5
прожива;24;2;22;0.08333333333333333;0.9166666666666666
настро;24;5;19;0.20833333333333334;0.7916666666666666
пуска;24;9;15;0.375;0.625
штрудел;24;3;21;0.125;0.875
улучш;24;4;20;0.16666666666666666;0.8333333333333334
нич;24;12;12;0.5;0.5
рульк;24;4;20;0.16666666666666666;0.8333333333333334
ооооочен;24;3;21;0.125;0.875
кост;24;9;15;0.375;0.625
чайхон;24;8;16;0.3333333333333333;0.6666666666666666
вентиляц;24;9;15;0.375;0.625
курочк;24;2;22;0.08333333333333333;0.9166666666666666
составля;24;10;14;0.4166666666666667;0.5833333333333334
роз;24;5;19;0.20833333333333334;0.7916666666666666
якоб;24;19;5;0.7916666666666666;0.20833333333333334
кив;24;10;14;0.4166666666666667;0.5833333333333334
деревенск;24;7;17;0.2916666666666667;0.7083333333333334
прем;24;2;22;0.08333333333333333;0.9166666666666666
неправильн;24;14;10;0.5833333333333334;0.4166666666666667
броккол;24;6;18;0.25;0.75
выража;24;1;23;0.041666666666666664;0.9583333333333334
график;24;6;18;0.25;0.75
капл;24;8;16;0.3333333333333333;0.6666666666666666
чел;24;6;18;0.25;0.75
уборк;24;10;14;0.4166666666666667;0.5833333333333334
отпад;24;0;24;0.0;1.0
окон;24;5;19;0.20833333333333334;0.7916666666666666
нулев;24;21;3;0.875;0.125
дед;24;10;14;0.4166666666666667;0.5833333333333334
токмач;24;3;21;0.125;0.875
трюфельн;24;2;22;0.08333333333333333;0.9166666666666666
обил;24;3;21;0.125;0.875
консистенц;24;11;13;0.4583333333333333;0.5416666666666666
мангал;24;7;17;0.2916666666666667;0.7083333333333334
жидк;24;15;9;0.625;0.375
погруз;24;1;23;0.041666666666666664;0.9583333333333334
липк;24;17;7;0.7083333333333334;0.2916666666666667
неуютн;24;13;11;0.5416666666666666;0.4583333333333333
продукц;24;6;18;0.25;0.75
глинтвейн;24;7;17;0.2916666666666667;0.7083333333333334
морковн;24;2;22;0.08333333333333333;0.9166666666666666
интерпретац;24;2;22;0.08333333333333333;0.9166666666666666
стандарт;24;8;16;0.3333333333333333;0.6666666666666666
ананас;24;11;13;0.4583333333333333;0.5416666666666666
посчита;24;18;6;0.75;0.25
забега;24;1;23;0.041666666666666664;0.9583333333333334
деликатн;24;1;23;0.041666666666666664;0.9583333333333334
ко;24;10;14;0.4166666666666667;0.5833333333333334
брассер;24;1;23;0.041666666666666664;0.9583333333333334
башк;23;0;23;0.0;1.0
еш;23;7;16;0.30434782608695654;0.6956521739130435
маринова;23;4;19;0.17391304347826086;0.8260869565217391
антуражн;23;2;21;0.08695652173913043;0.9130434782608695
неспешн;23;5;18;0.21739130434782608;0.782608695652174
смут;23;11;12;0.4782608695652174;0.5217391304347826
выступа;23;2;21;0.08695652173913043;0.9130434782608695
камил;23;1;22;0.043478260869565216;0.9565217391304348
дошл;23;11;12;0.4782608695652174;0.5217391304347826
бефстроган;23;1;22;0.043478260869565216;0.9565217391304348
напряга;23;4;19;0.17391304347826086;0.8260869565217391
ммм;23;0;23;0.0;1.0
обновля;23;2;21;0.08695652173913043;0.9130434782608695
состо;23;9;14;0.391304347826087;0.6086956521739131
облепих;23;6;17;0.2608695652173913;0.7391304347826086
мож;23;13;10;0.5652173913043478;0.43478260869565216
чашечк;23;2;21;0.08695652173913043;0.9130434782608695
предусмотр;23;2;21;0.08695652173913043;0.9130434782608695
вперед;23;9;14;0.391304347826087;0.6086956521739131
реч;23;12;11;0.5217391304347826;0.4782608695652174
банк;23;6;17;0.2608695652173913;0.7391304347826086
штор;23;4;19;0.17391304347826086;0.8260869565217391
ра;23;0;23;0.0;1.0
старин;23;0;23;0.0;1.0
категорическ;23;13;10;0.5652173913043478;0.43478260869565216
зацеп;23;2;21;0.08695652173913043;0.9130434782608695
ждет;23;11;12;0.4782608695652174;0.5217391304347826
овсянк;23;1;22;0.043478260869565216;0.9565217391304348
сомнева;23;7;16;0.30434782608695654;0.6956521739130435
суток;23;6;17;0.2608695652173913;0.7391304347826086
шар;23;9;14;0.391304347826087;0.6086956521739131
вкуснятин;23;1;22;0.043478260869565216;0.9565217391304348
спел;23;9;14;0.391304347826087;0.6086956521739131
предоплат;23;20;3;0.8695652173913043;0.13043478260869565
красочн;23;0;23;0.0;1.0
добавлен;23;7;16;0.30434782608695654;0.6956521739130435
екатерин;23;2;21;0.08695652173913043;0.9130434782608695
пропуст;23;8;15;0.34782608695652173;0.6521739130434783
голод;23;10;13;0.43478260869565216;0.5652173913043478
стилизова;23;0;23;0.0;1.0
поиск;23;6;17;0.2608695652173913;0.7391304347826086
загрузк;23;9;14;0.391304347826087;0.6086956521739131
слабоват;23;5;18;0.21739130434782608;0.782608695652174
род;23;1;22;0.043478260869565216;0.9565217391304348
жутк;23;14;9;0.6086956521739131;0.391304347826087
негромк;23;0;23;0.0;1.0
эмил;23;0;23;0.0;1.0
отдава;23;16;7;0.6956521739130435;0.30434782608695654
туп;23;17;6;0.7391304347826086;0.2608695652173913
закаж;23;10;13;0.43478260869565216;0.5652173913043478
зажигательн;23;0;23;0.0;1.0
мастерств;23;0;23;0.0;1.0
достопримечательн;23;0;23;0.0;1.0
озвуч;23;18;5;0.782608695652174;0.21739130434782608
смородин;23;2;21;0.08695652173913043;0.9130434782608695
годовщин;23;5;18;0.21739130434782608;0.782608695652174
мотив;23;1;22;0.043478260869565216;0.9565217391304348
кладут;23;7;16;0.30434782608695654;0.6956521739130435
жалоб;23;20;3;0.8695652173913043;0.13043478260869565
способ;23;2;21;0.08695652173913043;0.9130434782608695
расчет;23;17;6;0.7391304347826086;0.2608695652173913
смеша;23;7;16;0.30434782608695654;0.6956521739130435
пик;23;5;18;0.21739130434782608;0.782608695652174
пешеходн;23;2;21;0.08695652173913043;0.9130434782608695
обращен;23;11;12;0.4782608695652174;0.5217391304347826
продавц;22;4;18;0.18181818181818182;0.8181818181818182
техническ;22;9;13;0.4090909090909091;0.5909090909090909
приглаша;22;6;16;0.2727272727272727;0.7272727272727273
веганск;22;0;22;0.0;1.0
подарк;22;2;20;0.09090909090909091;0.9090909090909091
муз;22;2;20;0.09090909090909091;0.9090909090909091
цар;22;2;20;0.09090909090909091;0.9090909090909091
интересова;22;2;20;0.09090909090909091;0.9090909090909091
осил;22;2;20;0.09090909090909091;0.9090909090909091
малин;22;3;19;0.13636363636363635;0.8636363636363636
такс;22;4;18;0.18181818181818182;0.8181818181818182
площад;22;7;15;0.3181818181818182;0.6818181818181818
биточк;22;2;20;0.09090909090909091;0.9090909090909091
лампов;22;0;22;0.0;1.0
хит;22;2;20;0.09090909090909091;0.9090909090909091
цветн;22;1;21;0.045454545454545456;0.9545454545454546
знат;22;6;16;0.2727272727272727;0.7272727272727273
ит;22;12;10;0.5454545454545454;0.45454545454545453
бриош;22;4;18;0.18181818181818182;0.8181818181818182
обма;22;21;1;0.9545454545454546;0.045454545454545456
визуальн;22;5;17;0.22727272727272727;0.7727272727272727
эконом;22;14;8;0.6363636363636364;0.36363636363636365
себестоим;22;11;11;0.5;0.5
пахлав;22;2;20;0.09090909090909091;0.9090909090909091
фортепиа;22;1;21;0.045454545454545456;0.9545454545454546
азал;22;0;22;0.0;1.0
охра;22;10;12;0.45454545454545453;0.5454545454545454
