lemma;total_count;count_low;count_high;share_low;share_high
вкусн;20519;881;19638;0.04293581558555485;0.9570641844144452
мест;9457;692;8765;0.07317331077508724;0.9268266892249127
блюд;7575;1121;6454;0.147986798679868;0.852013201320132
ед;6965;991;5974;0.14228284278535536;0.8577171572146447
заведен;6790;1279;5511;0.18836524300441826;0.8116347569955817
персона;6594;354;6240;0.05368516833484986;0.9463148316651502
приятн;6502;156;6346;0.023992617656105813;0.9760073823438942
кухн;6228;550;5678;0.08831085420680797;0.911689145793192
отличн;5739;69;5670;0.012023000522739153;0.9879769994772608
хорош;5517;310;5207;0.056189958310676094;0.9438100416893239
обслуживан;5470;622;4848;0.11371115173674588;0.8862888482632542
понрав;4921;281;4640;0.05710221499695184;0.9428977850030481
официант;4816;1024;3792;0.21262458471760798;0.7873754152823921
уютн;4297;56;4241;0.013032348149872005;0.986967651850128
атмосфер;4062;99;3963;0.024372230428360415;0.9756277695716395
рестора;4046;466;3580;0.11517548195748888;0.8848245180425112
мен;3904;636;3268;0.16290983606557377;0.8370901639344263
рекоменд;3856;231;3625;0.05990663900414938;0.9400933609958506
цен;3756;434;3322;0.11554845580404687;0.8844515441959532
быстр;3392;110;3282;0.03242924528301887;0.9675707547169812
вежлив;3298;80;3218;0.02425712553062462;0.9757428744693754
интерьер;3229;259;2970;0.08021059151440074;0.9197894084855992
красив;3190;170;3020;0.05329153605015674;0.9467084639498433
больш;2954;221;2733;0.07481381178063642;0.9251861882193636
сам;2854;606;2248;0.212333566923616;0.7876664330763841
спасиб;2736;80;2656;0.029239766081871343;0.9707602339181286
прекрасн;2555;51;2504;0.019960861056751468;0.9800391389432486
каф;2514;292;2222;0.11614956245027844;0.8838504375497216
казан;2501;148;2353;0.05917632946821272;0.9408236705317873
котор;2156;702;1454;0.32560296846011133;0.6743970315398887
всем;2041;114;1927;0.05585497305242528;0.9441450269475747
вкус;1874;370;1504;0.19743863393810032;0.8025613660618997
музык;1859;129;1730;0.06939214631522324;0.9306078536847767
подач;1856;127;1729;0.06842672413793104;0.931573275862069
так;1818;632;1186;0.34763476347634764;0.6523652365236524
нам;1795;614;1181;0.34206128133704733;0.6579387186629526
совет;1791;229;1562;0.12786152987158012;0.8721384701284198
приветлив;1726;34;1692;0.019698725376593278;0.9803012746234068
сюд;1655;227;1428;0.13716012084592144;0.8628398791540786
готов;1646;295;1351;0.17922235722964763;0.8207776427703524
салат;1638;451;1187;0.27533577533577536;0.7246642246642246
обязательн;1616;23;1593;0.014232673267326733;0.9857673267326733
порц;1597;181;1416;0.11333750782717596;0.886662492172824
выбор;1593;63;1530;0.03954802259887006;0.96045197740113
ча;1554;276;1278;0.1776061776061776;0.8223938223938224
зал;1546;315;1231;0.203751617076326;0.796248382923674
интересн;1536;94;1442;0.061197916666666664;0.9388020833333334
особен;1522;67;1455;0.04402102496714849;0.9559789750328516
сво;1495;324;1171;0.21672240802675585;0.7832775919732441
уровн;1488;88;1400;0.05913978494623656;0.9408602150537635
классн;1438;39;1399;0.027121001390820583;0.9728789986091794
стол;1438;616;822;0.4283727399165508;0.5716272600834492
отдельн;1434;103;1331;0.07182705718270571;0.9281729428172942
дан;1419;414;1005;0.2917547568710359;0.7082452431289641
посет;1409;128;1281;0.0908445706174592;0.9091554293825408
чист;1380;51;1329;0.03695652173913044;0.9630434782608696
заказа;1372;637;735;0.4642857142857143;0.5357142857142857
вечер;1362;217;1145;0.1593245227606461;0.8406754772393539
заказ;1349;694;655;0.514455151964418;0.4855448480355819
врем;1341;303;1038;0.22595078299776286;0.7740492170022372
перв;1335;312;1023;0.23370786516853934;0.7662921348314606
десерт;1330;158;1172;0.11879699248120301;0.881203007518797
одн;1307;409;898;0.31293037490436115;0.6870696250956388
лучш;1272;118;1154;0.09276729559748427;0.9072327044025157
ресторан;1260;219;1041;0.1738095238095238;0.8261904761904761
оста;1249;192;1057;0.15372297838270615;0.8462770216172938
гост;1236;367;869;0.29692556634304207;0.7030744336569579
попробова;1230;102;1128;0.08292682926829269;0.9170731707317074
сервис;1228;219;1009;0.1783387622149837;0.8216612377850163
ден;1212;234;978;0.19306930693069307;0.806930693069307
качеств;1198;279;919;0.2328881469115192;0.7671118530884808
напитк;1197;206;991;0.1720969089390142;0.8279030910609858
посещен;1192;124;1068;0.1040268456375839;0.8959731543624161
внимательн;1181;23;1158;0.01947502116850127;0.9805249788314987
супер;1179;41;1138;0.03477523324851569;0.9652247667514843
наш;1166;252;914;0.21612349914236706;0.7838765008576329
минут;1150;755;395;0.6565217391304348;0.34347826086956523
атмосферн;1139;14;1125;0.012291483757682178;0.9877085162423178
кажд;1128;117;1011;0.10372340425531915;0.8962765957446809
принесл;1110;651;459;0.5864864864864865;0.4135135135135135
сказа;1105;617;488;0.5583710407239819;0.4416289592760181
завтрак;1098;112;986;0.10200364298724955;0.8979963570127505
хот;1097;455;642;0.41476754785779396;0.585232452142206
довольн;1089;50;1039;0.04591368227731864;0.9540863177226814
удобн;1082;39;1043;0.036044362292051754;0.9639556377079482
замечательн;1074;14;1060;0.01303538175046555;0.9869646182495344
пришл;1061;514;547;0.48444863336475025;0.5155513666352498
город;1060;94;966;0.08867924528301886;0.9113207547169812
друг;1053;389;664;0.3694207027540361;0.630579297245964
друз;1033;78;955;0.0755082284607938;0.9244917715392061
столик;1027;266;761;0.2590068159688413;0.7409931840311588
вид;1004;215;789;0.21414342629482072;0.7858565737051793
обстановк;986;34;952;0.034482758620689655;0.9655172413793104
приход;967;218;749;0.22543950361944157;0.7745604963805585
татарск;956;43;913;0.04497907949790795;0.9550209205020921
мяс;956;267;689;0.2792887029288703;0.7207112970711297
верн;949;69;880;0.07270811380400422;0.9272918861959958
суп;930;234;696;0.25161290322580643;0.7483870967741936
хочет;922;88;834;0.09544468546637744;0.9045553145336226
пицц;907;163;744;0.17971334068357223;0.8202866593164277
долг;898;426;472;0.47438752783964366;0.5256124721603563
коф;895;164;731;0.18324022346368715;0.8167597765363128
сдела;892;274;618;0.3071748878923767;0.6928251121076233
детск;889;74;815;0.08323959505061868;0.9167604049493814
высш;877;8;869;0.009122006841505131;0.9908779931584949
цел;875;141;734;0.16114285714285714;0.8388571428571429
сто;869;259;610;0.29804372842347526;0.7019562715765247
прид;857;93;764;0.10851808634772463;0.8914819136522754
разнообразн;836;5;831;0.005980861244019139;0.9940191387559809
впечатлен;833;210;623;0.25210084033613445;0.7478991596638656
девушк;833;219;614;0.26290516206482595;0.737094837935174
заказыва;813;237;576;0.2915129151291513;0.7084870848708487
национальн;811;28;783;0.0345252774352651;0.9654747225647349
хотел;805;219;586;0.2720496894409938;0.7279503105590062
коктейл;780;134;646;0.1717948717948718;0.8282051282051283
люб;780;70;710;0.08974358974358974;0.9102564102564102
работа;778;219;559;0.2814910025706941;0.718508997429306
высот;771;4;767;0.005188067444876783;0.9948119325551232
ход;758;159;599;0.20976253298153033;0.7902374670184696
восторг;753;20;733;0.02656042496679947;0.9734395750332006
однозначн;745;34;711;0.04563758389261745;0.9543624161073826
буд;742;88;654;0.11859838274932614;0.8814016172506739
свеж;741;60;681;0.08097165991902834;0.9190283400809717
огромн;738;59;679;0.07994579945799458;0.9200542005420054
компан;729;100;629;0.13717421124828533;0.8628257887517147
сем;727;61;666;0.08390646492434663;0.9160935350756534
дет;724;88;636;0.12154696132596685;0.8784530386740331
шикарн;722;11;711;0.015235457063711912;0.9847645429362881
час;720;474;246;0.6583333333333333;0.3416666666666667
втор;718;213;505;0.2966573816155989;0.7033426183844012
нрав;712;45;667;0.06320224719101124;0.9367977528089888
част;710;107;603;0.15070422535211267;0.8492957746478873
калья;708;62;646;0.08757062146892655;0.9124293785310734
рожден;683;98;585;0.14348462664714495;0.8565153733528551
общ;679;192;487;0.28276877761413843;0.7172312223858616
средн;676;93;583;0.13757396449704143;0.8624260355029586
соус;671;205;466;0.3055141579731744;0.6944858420268256
любим;670;31;639;0.04626865671641791;0.9537313432835821
доброжелательн;667;9;658;0.013493253373313344;0.9865067466266867
повар;666;136;530;0.2042042042042042;0.7957957957957958
человек;663;224;439;0.3378582202111614;0.6621417797888386
мо;663;152;511;0.22926093514328807;0.770739064856712
мил;656;24;632;0.036585365853658534;0.9634146341463414
снов;652;39;613;0.0598159509202454;0.9401840490797546
отмет;646;48;598;0.07430340557275542;0.9256965944272446
зашл;642;118;524;0.1838006230529595;0.8161993769470405
брал;639;96;543;0.15023474178403756;0.8497652582159625
плюс;635;187;448;0.29448818897637796;0.705511811023622
минус;634;102;532;0.1608832807570978;0.8391167192429022
официантк;632;132;500;0.2088607594936709;0.7911392405063291
сытн;616;13;603;0.021103896103896104;0.9788961038961039
отзывчив;614;10;604;0.016286644951140065;0.9837133550488599
крут;613;26;587;0.04241435562805873;0.9575856443719413
комнат;604;60;544;0.09933774834437085;0.9006622516556292
центр;604;38;566;0.06291390728476821;0.9370860927152318
маленьк;601;181;420;0.3011647254575707;0.6988352745424293
ожидан;600;236;364;0.3933333333333333;0.6066666666666667
обслужива;600;93;507;0.155;0.845
нужн;599;197;402;0.328881469115192;0.671118530884808
итог;580;410;170;0.7068965517241379;0.29310344827586204
достаточн;579;59;520;0.10189982728842832;0.8981001727115717
вход;577;166;411;0.2876949740034662;0.7123050259965338
ваш;577;158;419;0.2738301559792028;0.7261698440207972
сотрудник;575;117;458;0.20347826086956522;0.7965217391304348
горяч;574;154;420;0.2682926829268293;0.7317073170731707
реш;573;199;374;0.3472949389179756;0.6527050610820244
спокойн;572;31;541;0.05419580419580419;0.9458041958041958
полн;569;182;387;0.31985940246045697;0.680140597539543
люд;568;198;370;0.3485915492957746;0.6514084507042254
жив;567;28;539;0.04938271604938271;0.9506172839506173
пив;567;94;473;0.1657848324514991;0.8342151675485009
неплох;563;98;465;0.17406749555950266;0.8259325044404974
небольш;562;39;523;0.0693950177935943;0.9306049822064056
обед;560;85;475;0.15178571428571427;0.8482142857142857
необычн;555;10;545;0.018018018018018018;0.9819819819819819
высок;553;89;464;0.1609403254972875;0.8390596745027125
выш;552;52;500;0.09420289855072464;0.9057971014492754
рад;546;49;497;0.08974358974358974;0.9102564102564102
администратор;543;259;284;0.47697974217311234;0.5230202578268877
пода;542;153;389;0.2822878228782288;0.7177121771217713
идеальн;542;5;537;0.00922509225092251;0.9907749077490775
великолепн;540;5;535;0.009259259259259259;0.9907407407407407
главн;537;31;506;0.05772811918063315;0.9422718808193669
оказа;536;209;327;0.38992537313432835;0.6100746268656716
ужасн;536;503;33;0.9384328358208955;0.061567164179104475
утк;532;41;491;0.07706766917293233;0.9229323308270677
дор;528;112;416;0.21212121212121213;0.7878787878787878
вин;526;88;438;0.16730038022813687;0.8326996197718631
пробова;525;43;482;0.08190476190476191;0.9180952380952381
дела;524;171;353;0.32633587786259544;0.6736641221374046
добр;522;43;479;0.08237547892720307;0.9176245210727969
нескольк;522;106;416;0.20306513409961685;0.7969348659003831
немн;518;48;470;0.09266409266409266;0.9073359073359073
ждал;518;351;167;0.6776061776061776;0.3223938223938224
единствен;517;107;410;0.20696324951644102;0.793036750483559
работ;517;111;406;0.21470019342359767;0.7852998065764023
получ;514;178;336;0.3463035019455253;0.6536964980544747
нов;513;66;447;0.1286549707602339;0.8713450292397661
сраз;512;135;377;0.263671875;0.736328125
внутр;512;74;438;0.14453125;0.85546875
разн;511;69;442;0.1350293542074364;0.8649706457925636
приемлем;511;16;495;0.03131115459882583;0.9686888454011742
прям;509;95;414;0.18664047151277013;0.8133595284872298
ряд;508;89;419;0.17519685039370078;0.8248031496062992
тепл;506;67;439;0.1324110671936759;0.8675889328063241
качествен;504;21;483;0.041666666666666664;0.9583333333333334
веранд;501;69;432;0.1377245508982036;0.8622754491017964
вопрос;499;221;278;0.44288577154308617;0.5571142284569138
обычн;495;178;317;0.3595959595959596;0.6404040404040404
караок;481;66;415;0.13721413721413722;0.8627858627858628
паст;480;143;337;0.29791666666666666;0.7020833333333333
комфортн;479;8;471;0.016701461377870562;0.9832985386221295
открыт;475;56;419;0.11789473684210526;0.8821052631578947
быва;473;53;420;0.11205073995771671;0.8879492600422833
раз;472;179;293;0.3792372881355932;0.6207627118644068
расположен;468;26;442;0.05555555555555555;0.9444444444444444
поест;465;87;378;0.1870967741935484;0.8129032258064516
достойн;463;31;432;0.06695464362850972;0.9330453563714903
стильн;456;10;446;0.021929824561403508;0.9780701754385965
покуша;455;55;400;0.12087912087912088;0.8791208791208791
имен;455;79;376;0.17362637362637362;0.8263736263736263
бизнес;453;62;391;0.1368653421633554;0.8631346578366446
невероятн;451;12;439;0.026607538802660754;0.9733924611973392
ценник;451;72;379;0.15964523281596452;0.8403547671840355
ролл;449;150;299;0.33407572383073497;0.6659242761692651
как;447;171;276;0.3825503355704698;0.6174496644295302
звезд;445;129;316;0.2898876404494382;0.7101123595505618
нормальн;444;169;275;0.38063063063063063;0.6193693693693694
пок;443;148;295;0.3340857787810384;0.6659142212189616
возможн;443;104;339;0.23476297968397292;0.7652370203160271
плох;442;220;222;0.497737556561086;0.502262443438914
дружелюбн;441;5;436;0.011337868480725623;0.9886621315192744
заран;439;116;323;0.2642369020501139;0.7357630979498861
сегодн;437;160;277;0.36613272311212813;0.6338672768878718
ужин;435;33;402;0.07586206896551724;0.9241379310344827
ланч;434;54;380;0.12442396313364056;0.8755760368663594
год;433;117;316;0.2702078521939954;0.7297921478060047
удовольств;432;33;399;0.0763888888888889;0.9236111111111112
говор;431;229;202;0.531322505800464;0.46867749419953597
конин;427;28;399;0.06557377049180328;0.9344262295081968
точн;426;109;317;0.25586854460093894;0.744131455399061
взял;426;109;317;0.25586854460093894;0.744131455399061
наход;426;61;365;0.1431924882629108;0.8568075117370892
дел;425;98;327;0.23058823529411765;0.7694117647058824
выбра;424;66;358;0.15566037735849056;0.8443396226415094
бар;424;74;350;0.17452830188679244;0.8254716981132075
стал;423;193;230;0.4562647754137116;0.5437352245862884
хинка;419;66;353;0.1575178997613365;0.8424821002386634
мал;416;136;280;0.3269230769230769;0.6730769230769231
посеща;415;67;348;0.1614457831325301;0.8385542168674699
потряса;412;5;407;0.012135922330097087;0.9878640776699029
холодн;408;266;142;0.6519607843137255;0.3480392156862745
хоч;408;55;353;0.13480392156862744;0.8651960784313726
персонал;407;43;364;0.10565110565110565;0.8943488943488943
поэт;403;88;315;0.21836228287841192;0.7816377171215881
отмеча;403;55;348;0.13647642679900746;0.8635235732009926
порадова;402;23;379;0.05721393034825871;0.9427860696517413
куриц;398;167;231;0.41959798994974873;0.5804020100502513
пельмен;396;40;356;0.10101010101010101;0.898989898989899
попрос;395;276;119;0.6987341772151898;0.3012658227848101
подруг;395;84;311;0.21265822784810126;0.7873417721518987
программ;394;74;320;0.18781725888324874;0.8121827411167513
посидет;393;31;362;0.07888040712468193;0.9211195928753181
посетител;390;116;274;0.29743589743589743;0.7025641025641025
настоя;388;16;372;0.041237113402061855;0.9587628865979382
лет;387;65;322;0.16795865633074936;0.8320413436692506
туд;385;140;245;0.36363636363636365;0.6363636363636364
креветк;384;105;279;0.2734375;0.7265625
благодар;383;12;371;0.031331592689295036;0.9686684073107049
вниман;382;79;303;0.20680628272251309;0.7931937172774869
настроен;382;123;259;0.3219895287958115;0.6780104712041884
столов;381;101;280;0.2650918635170604;0.7349081364829396
шашлык;381;107;274;0.28083989501312334;0.7191601049868767
сыр;380;169;211;0.44473684210526315;0.5552631578947368
дума;378;127;251;0.335978835978836;0.6640211640211641
нежн;376;2;374;0.005319148936170213;0.9946808510638298
любител;372;27;345;0.07258064516129033;0.9274193548387096
ребят;372;45;327;0.12096774193548387;0.8790322580645161
принос;372;127;245;0.34139784946236557;0.6586021505376344
особ;371;52;319;0.14016172506738545;0.8598382749326146
эт;371;123;248;0.33153638814016173;0.6684636118598383
сет;366;59;307;0.16120218579234974;0.8387978142076503
парковк;365;18;347;0.049315068493150684;0.9506849315068493
благодарн;364;4;360;0.01098901098901099;0.989010989010989
соответств;363;124;239;0.3415977961432507;0.6584022038567493
остальн;363;116;247;0.31955922865013775;0.6804407713498623
заход;362;42;320;0.11602209944751381;0.8839779005524862
туалет;360;96;264;0.26666666666666666;0.7333333333333333
приеха;360;91;269;0.25277777777777777;0.7472222222222222
вод;359;197;162;0.5487465181058496;0.45125348189415043
вперв;356;43;313;0.12078651685393259;0.8792134831460674
подход;355;89;266;0.2507042253521127;0.7492957746478873
домашн;353;7;346;0.019830028328611898;0.9801699716713881
слов;351;170;181;0.4843304843304843;0.5156695156695157
дом;350;81;269;0.23142857142857143;0.7685714285714286
чудесн;350;7;343;0.02;0.98
помещен;349;49;300;0.14040114613180515;0.8595988538681948
никак;349;226;123;0.6475644699140402;0.3524355300859599
индийск;348;32;316;0.09195402298850575;0.9080459770114943
игров;348;19;329;0.05459770114942529;0.9454022988505747
зон;345;37;308;0.1072463768115942;0.8927536231884058
позиц;342;89;253;0.260233918128655;0.7397660818713451
созда;341;17;324;0.04985337243401759;0.9501466275659824
душ;339;11;328;0.032448377581120944;0.967551622418879
провест;338;28;310;0.08284023668639054;0.9171597633136095
адекватн;337;25;312;0.07418397626112759;0.9258160237388724
основн;337;82;255;0.2433234421364985;0.7566765578635015
дизайн;337;25;312;0.07418397626112759;0.9258160237388724
приготовлен;336;57;279;0.16964285714285715;0.8303571428571429
говядин;336;66;270;0.19642857142857142;0.8035714285714286
клиент;335;167;168;0.49850746268656715;0.5014925373134328
тих;335;11;324;0.03283582089552239;0.9671641791044776
молодц;334;19;315;0.05688622754491018;0.9431137724550899
след;334;81;253;0.24251497005988024;0.7574850299401198
чек;333;115;218;0.34534534534534533;0.6546546546546547
постоя;332;85;247;0.2560240963855422;0.7439759036144579
остав;332;76;256;0.2289156626506024;0.7710843373493976
улиц;331;68;263;0.2054380664652568;0.7945619335347432
времен;331;127;204;0.38368580060422963;0.6163141993957704
игра;329;35;294;0.10638297872340426;0.8936170212765957
отзыв;328;143;185;0.43597560975609756;0.5640243902439024
ответ;328;236;92;0.7195121951219512;0.2804878048780488
ел;327;102;225;0.3119266055045872;0.6880733944954128
соб;326;87;239;0.2668711656441718;0.7331288343558282
перекус;326;21;305;0.06441717791411043;0.9355828220858896
дорог;325;92;233;0.28307692307692306;0.7169230769230769
оформлен;323;27;296;0.08359133126934984;0.9164086687306502
детьм;323;32;291;0.09907120743034056;0.9009287925696594
праздник;323;87;236;0.2693498452012384;0.7306501547987616
действительн;322;54;268;0.16770186335403728;0.8322981366459627
встрет;318;63;255;0.19811320754716982;0.8018867924528302
удив;317;37;280;0.1167192429022082;0.8832807570977917
недор;317;3;314;0.00946372239747634;0.9905362776025236
счет;316;188;128;0.5949367088607594;0.4050632911392405
отношен;315;146;169;0.4634920634920635;0.5365079365079365
топ;313;12;301;0.038338658146964855;0.9616613418530351
видим;312;176;136;0.5641025641025641;0.4358974358974359
предлож;312;132;180;0.4230769230769231;0.5769230769230769
стейк;312;63;249;0.20192307692307693;0.7980769230769231
современ;312;8;304;0.02564102564102564;0.9743589743589743
рекоменду;312;16;296;0.05128205128205128;0.9487179487179487
вполн;309;11;298;0.03559870550161812;0.9644012944983819
рубл;309;146;163;0.47249190938511326;0.5275080906148867
эчпочмак;309;23;286;0.0744336569579288;0.9255663430420712
недавн;307;23;284;0.0749185667752443;0.9250814332247557
безумн;307;7;300;0.02280130293159609;0.9771986970684039
сильн;306;124;182;0.40522875816993464;0.5947712418300654
любл;305;21;284;0.06885245901639345;0.9311475409836065
карт;304;62;242;0.20394736842105263;0.7960526315789473
сход;303;50;253;0.16501650165016502;0.834983498349835
бургер;303;71;232;0.23432343234323433;0.7656765676567657
ждат;302;135;167;0.4470198675496689;0.5529801324503312
очеред;302;99;203;0.32781456953642385;0.6721854304635762
мог;298;75;223;0.2516778523489933;0.7483221476510067
жела;297;89;208;0.2996632996632997;0.7003367003367004
шеф;296;33;263;0.11148648648648649;0.8885135135135135
стил;296;11;285;0.037162162162162164;0.9628378378378378
тарелк;295;147;148;0.49830508474576274;0.5016949152542373
ве;295;103;192;0.34915254237288135;0.6508474576271186
отвратительн;294;284;10;0.9659863945578231;0.034013605442176874
дня;293;50;243;0.17064846416382254;0.8293515358361775
продукт;292;61;231;0.2089041095890411;0.791095890410959
доступн;291;10;281;0.03436426116838488;0.9656357388316151
дал;290;148;142;0.5103448275862069;0.4896551724137931
весел;289;15;274;0.05190311418685121;0.9480968858131488
душевн;289;5;284;0.01730103806228374;0.9826989619377162
ассортимент;287;12;275;0.041811846689895474;0.9581881533101045
чак;286;6;280;0.02097902097902098;0.9790209790209791
лимонад;285;69;216;0.24210526315789474;0.7578947368421053
отдых;284;5;279;0.017605633802816902;0.9823943661971831
пар;284;79;205;0.27816901408450706;0.721830985915493
случайн;282;16;266;0.05673758865248227;0.9432624113475178
ребенк;282;91;191;0.32269503546099293;0.6773049645390071
закуск;281;54;227;0.19217081850533807;0.8078291814946619
сочетан;279;7;272;0.025089605734767026;0.974910394265233
провел;279;11;268;0.03942652329749104;0.9605734767025089
ощущен;276;100;176;0.36231884057971014;0.6376811594202898
рассказа;275;14;261;0.05090909090909091;0.9490909090909091
поч;275;149;126;0.5418181818181819;0.4581818181818182
огон;274;4;270;0.014598540145985401;0.9854014598540146
сидел;274;138;136;0.5036496350364964;0.49635036496350365
приготовл;274;28;246;0.10218978102189781;0.8978102189781022
семейн;274;20;254;0.072992700729927;0.927007299270073
вмест;274;141;133;0.5145985401459854;0.4854014598540146
бронирова;272;47;225;0.17279411764705882;0.8272058823529411
абсолютн;272;132;140;0.4852941176470588;0.5147058823529411
нача;271;157;114;0.5793357933579336;0.42066420664206644
местн;271;12;259;0.04428044280442804;0.955719557195572
доставк;271;109;162;0.4022140221402214;0.5977859778597786
остр;270;48;222;0.17777777777777778;0.8222222222222222
выпечк;270;19;251;0.07037037037037037;0.9296296296296296
встреч;265;20;245;0.07547169811320754;0.9245283018867925
все;264;22;242;0.08333333333333333;0.9166666666666666
овощ;264;70;194;0.26515151515151514;0.7348484848484849
попа;264;47;217;0.17803030303030304;0.821969696969697
выходн;264;24;240;0.09090909090909091;0.9090909090909091
тест;262;78;184;0.29770992366412213;0.7022900763358778
похва;262;2;260;0.007633587786259542;0.9923664122137404
стран;262;115;147;0.4389312977099237;0.5610687022900763
дешев;261;70;191;0.2681992337164751;0.7318007662835249
встреча;260;50;210;0.19230769230769232;0.8076923076923077
жал;259;90;169;0.3474903474903475;0.6525096525096525
сочн;258;7;251;0.027131782945736434;0.9728682170542635
шаурм;258;59;199;0.22868217054263565;0.7713178294573644
хостес;258;106;152;0.4108527131782946;0.5891472868217055
зайт;258;45;213;0.1744186046511628;0.8255813953488372
последн;257;99;158;0.3852140077821012;0.6147859922178989
посадк;256;94;162;0.3671875;0.6328125
сожален;255;111;144;0.43529411764705883;0.5647058823529412
оригинальн;255;8;247;0.03137254901960784;0.9686274509803922
игр;254;46;208;0.18110236220472442;0.8188976377952756
возвраща;252;38;214;0.15079365079365079;0.8492063492063492
пончик;250;19;231;0.076;0.924
алкогол;250;47;203;0.188;0.812
фот;249;68;181;0.27309236947791166;0.7269076305220884
никт;248;161;87;0.6491935483870968;0.35080645161290325
баранин;248;40;208;0.16129032258064516;0.8387096774193549
посуд;247;63;184;0.2550607287449393;0.7449392712550608
ушл;246;170;76;0.6910569105691057;0.3089430894308943
ненавязчив;245;5;240;0.02040816326530612;0.9795918367346939
приготов;244;55;189;0.22540983606557377;0.7745901639344263
муж;244;61;183;0.25;0.75
момент;243;61;182;0.25102880658436216;0.7489711934156379
всяк;242;15;227;0.06198347107438017;0.9380165289256198
плов;240;51;189;0.2125;0.7875
мягк;239;34;205;0.14225941422594143;0.8577405857740585
сладк;239;45;194;0.18828451882845187;0.8117154811715481
зелен;238;48;190;0.20168067226890757;0.7983193277310925
разнообраз;238;5;233;0.02100840336134454;0.9789915966386554
террас;237;20;217;0.08438818565400844;0.9156118143459916
клуб;236;32;204;0.13559322033898305;0.864406779661017
демократичн;235;4;231;0.01702127659574468;0.9829787234042553
пуст;235;147;88;0.625531914893617;0.37446808510638296
забронирова;234;110;124;0.4700854700854701;0.5299145299145299
количеств;234;73;161;0.31196581196581197;0.688034188034188
побыва;233;13;220;0.055793991416309016;0.944206008583691
пышк;233;10;223;0.04291845493562232;0.9570815450643777
разочарова;232;155;77;0.6681034482758621;0.33189655172413796
давн;231;51;180;0.22077922077922077;0.7792207792207793
чувств;231;33;198;0.14285714285714285;0.8571428571428571
показа;231;47;184;0.20346320346320346;0.7965367965367965
нашл;231;37;194;0.16017316017316016;0.8398268398268398
комплимент;230;47;183;0.20434782608695654;0.7956521739130434
процветан;230;4;226;0.017391304347826087;0.9826086956521739
летн;228;14;214;0.06140350877192982;0.9385964912280702
куша;227;47;180;0.20704845814977973;0.7929515418502202
пообеда;227;40;187;0.1762114537444934;0.8237885462555066
чистот;227;11;216;0.048458149779735685;0.9515418502202643
хлеб;226;59;167;0.2610619469026549;0.7389380530973452
провод;225;33;192;0.14666666666666667;0.8533333333333334
мног;225;37;188;0.16444444444444445;0.8355555555555556
корейск;225;36;189;0.16;0.84
ожида;224;77;147;0.34375;0.65625
мероприят;224;50;174;0.22321428571428573;0.7767857142857143
вернут;223;39;184;0.17488789237668162;0.8251121076233184
молод;222;50;172;0.22522522522522523;0.7747747747747747
борщ;221;22;199;0.09954751131221719;0.9004524886877828
раньш;216;117;99;0.5416666666666666;0.4583333333333333
заб;216;129;87;0.5972222222222222;0.4027777777777778
назван;215;42;173;0.19534883720930232;0.8046511627906977
понима;214;111;103;0.5186915887850467;0.48130841121495327
рекомендац;213;16;197;0.07511737089201878;0.9248826291079812
скидк;213;51;162;0.23943661971830985;0.7605633802816901
налич;212;53;159;0.25;0.75
бульон;212;53;159;0.25;0.75
деньг;212;139;73;0.6556603773584906;0.3443396226415094
аутентичн;212;3;209;0.014150943396226415;0.9858490566037735
некотор;212;47;165;0.22169811320754718;0.7783018867924528
слишк;211;52;159;0.24644549763033174;0.7535545023696683
прошл;211;53;158;0.25118483412322273;0.7488151658767772
удивл;210;15;195;0.07142857142857142;0.9285714285714286
бомб;210;2;208;0.009523809523809525;0.9904761904761905
менеджер;210;94;116;0.44761904761904764;0.5523809523809524
народ;208;52;156;0.25;0.75
невкусн;207;176;31;0.8502415458937198;0.1497584541062802
положительн;206;28;178;0.13592233009708737;0.8640776699029126
правд;204;26;178;0.12745098039215685;0.8725490196078431
окол;204;86;118;0.4215686274509804;0.5784313725490197
грязн;204;160;44;0.7843137254901961;0.21568627450980393
набережн;204;18;186;0.08823529411764706;0.9117647058823529
рекомендова;204;25;179;0.12254901960784313;0.8774509803921569
традицион;204;2;202;0.00980392156862745;0.9901960784313726
этаж;204;22;182;0.10784313725490197;0.8921568627450981
отз;203;87;116;0.42857142857142855;0.5714285714285714
постав;203;76;127;0.37438423645320196;0.625615763546798
отел;203;14;189;0.06896551724137931;0.9310344827586207
сказк;202;10;192;0.04950495049504951;0.9504950495049505
уровен;202;45;157;0.22277227722772278;0.7772277227722773
курин;202;63;139;0.3118811881188119;0.6881188118811881
просторн;201;1;200;0.004975124378109453;0.9950248756218906
зна;200;85;115;0.425;0.575
картошк;200;90;110;0.45;0.55
норм;199;62;137;0.31155778894472363;0.6884422110552764
мин;199;97;102;0.48743718592964824;0.5125628140703518
могут;198;67;131;0.3383838383838384;0.6616161616161617
отдохнут;198;10;188;0.050505050505050504;0.9494949494949495
приличн;197;26;171;0.1319796954314721;0.868020304568528
должн;197;121;76;0.6142131979695431;0.38578680203045684
хачапур;197;52;145;0.2639593908629442;0.7360406091370558
рам;197;76;121;0.38578680203045684;0.6142131979695431
понятн;197;91;106;0.4619289340101523;0.5380710659898477
откр;196;41;155;0.20918367346938777;0.7908163265306123
врод;195;75;120;0.38461538461538464;0.6153846153846154
обеда;195;17;178;0.08717948717948718;0.9128205128205128
